OTU,Sample,Abundance,Sample_Name,PalmID,Especie,Estadio,Age_Group,Procedencia,Habitat,Region,FirstBM,TypeBM_Updated,TypeBM,HumanBM,MammalBM,BirdBM,ReptileBM,NumberBM,SecondBM,ThirdBM,FourthBM,FifthBM,PCR_Results_121_122,PCR_Results_duplex_Trangeli,PCR_Results_duplex_Tcruzi,Coinfection,Infection_Type,SingleInf_Tcruzi,Kingdom,Phylum,Class,Order,Family,Genus,Species
0ca1de0b0d71831974a9aa9516f27dfc,H2.P2,0.013820775746767721,188,CAM2P17,R. pallescens,Adult,N4_Adult,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,geniculata
0ca1de0b0d71831974a9aa9516f27dfc,D4.P3,0.011318242343541944,296,SF12,R. pallescens,Adult,N4_Adult,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,geniculata
0ca1de0b0d71831974a9aa9516f27dfc,A4.P4,0.01121172919361794,414,SF15,R. pallescens,Adult,N4_Adult,Veraguas,Forest,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,Three,Marmosa,Heteromys,NA,NA,Positive,Positive,Negative,Yes,Tcruzi,Positive,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,geniculata
1d1c1949472bd9901e81382af535ce5a,E3.P2,0.046875,151,CHOR1P3,R. pallescens,N3,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Mus,NA,NA,Positive,Negative,Negative,Yes,Tcruzi,Positive,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.
1d1c1949472bd9901e81382af535ce5a,C7.P1,0.04,33,CA1P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Mus,Mus,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.
1d1c1949472bd9901e81382af535ce5a,A4.P2,0.031007751937984496,104,HN3,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,NA,Negative,Negative,NA,Negative,Negative,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.
1d1c1949472bd9901e81382af535ce5a,D7.P1,0.02912621359223301,47,CA7P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Mus,Mammal,Mammal,No,Yes,No,No,Two,Philander,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.
1d1c1949472bd9901e81382af535ce5a,B1.P1,0.02631578947368421,13,CC3,R. pallescens,N1,N1_N3,Cerro Cama,Pasture,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.
14180026cae73bb159450e1c0f7b9013,E1.P1,0.2608929532006455,53,CA7P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Other,Other,Other,Yes,No,No,No,Three,Human,Mus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,C1.P1,0.10108303249097472,27,CA1P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,F1.P1,0.08,65,CA9P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Human,Mammal,Mammal,Yes,Yes,No,No,Two,Potos,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,G1.P1,0.07482993197278912,77,LP3_Capira0317,R. pallescens,N3,N1_N3,Las Pavas,Peridomestic,La Chorrera,Human,Mammal,Mammal,Yes,Yes,No,No,Three,Philander,Mus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E4.P1,0.07038123167155426,56,CA7P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Human,Other,Mammal,Yes,Yes,No,No,Three,Other,Mus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,A1.P1,0.07011070110701106,1,CC2,R. pallescens,Adult,N4_Adult,Cerro Cama,Pasture,La Chorrera,Human,Mammal,Mammal,Yes,Yes,No,No,Two,Philander,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E7.P1,0.06521739130434782,59,CA7P17,R. pallescens,N5,N4_Adult,Capira,Pasture,Capira,Mus,Mus,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E6.P1,0.06498194945848375,58,CA7P17,R. pallescens,N5,N4_Adult,Capira,Pasture,Capira,Human,Other,Mammal,Yes,Yes,No,No,Two,Other,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E8.P1,0.06303724928366762,60,CA8P17,R. pallescens,N4,N4_Adult,Capira,Pasture,Capira,Other,Other,Other,No,No,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E5.P1,0.056291390728476824,57,CA7P17,R. pallescens,N5,N4_Adult,Capira,Pasture,Capira,Bos,Mammal,Mammal,Yes,Yes,No,No,Three,Mus,Human,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E12.P1,0.05029585798816568,64,CA9P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Other,Other,Mix,No,Yes,Yes,No,Three,Mus,Piranga,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E3.P1,0.04854368932038835,55,CA7P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Other,Other,Other,No,No,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,H1.P1,0.04736842105263158,89,HN5,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Piranga,Bird,Mix,Yes,Yes,Yes,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E9.P1,0.03577817531305903,61,CA8P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Mammal,Mammal,Yes,Yes,No,No,Four,Mus,Potos,Other,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E2.P1,0.02831858407079646,54,CA7P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Mus,Other,Mammal,Yes,Yes,No,No,Three,Human,Other,NA,NA,Positive,Positive,Negative,Yes,Coinfection,Positive,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E10.P1,0.027139874739039668,62,CA8P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Other,Other,Other,No,No,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,E11.P1,0.020293122886133032,63,CA9P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Mus,Mus,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,D1.P1,0.020289855072463767,39,CA3P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Philander,Mammal,Mammal,No,Yes,No,No,Two,Bos,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,B1.P1,0.015235457063711912,13,CC3,R. pallescens,N1,N1_N3,Cerro Cama,Pasture,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
14180026cae73bb159450e1c0f7b9013,G3.P1,0.013937282229965157,79,HN1,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Mus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
0f3d5ab93a1bdff74c4c3fbe0ad3206b,B10.P2,0.15120274914089346,122,HN9,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mix,No,Yes,Yes,No,Two,Turdus,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,G9.P2,0.12121212121212122,182,CHOR1P2,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Mus,Bird,Mix,No,Yes,Yes,No,Three,Thraupis,Odocoileus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,C10.P1,0.10835913312693499,36,CA3P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Other,Mammal,Yes,Yes,No,No,Three,Mus,Other,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,D5.P2,0.09219858156028368,141,CAM1P17,R. pallescens,N2,N1_N3,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Positive,Negative,No,Trangeli,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,H7.P3,0.07297297297297298,405,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Mammal,No,Yes,No,No,Three,Mus,Didelphis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,B5.P2,0.06140350877192982,117,HN9,R. pallescens,N5,N4_Adult,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,C11.P2,0.0547945205479452,135,CHOR1P6,R. pallescens,N2,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mix,No,Yes,Yes,No,Two,Thraupis,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,F12.P3,0.0546875,379,SF8,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,G11.P2,0.04040404040404041,185,CHOR1P5,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Other,Other,Mix,No,Yes,Yes,No,Four,Mus,Philander,Thraupis,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,C12.P3,0.0400890868596882,268,SF10,R. pallescens,N2,N1_N3,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mix,No,Yes,Yes,No,Four,Thraupis,Piranga,Didelphis,NA,Positive,Positive,Negative,Yes,Coinfection,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,F7.P3,0.03731343283582089,373,SF8,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,Yes,Yes,No,Yes,Three,Human,Lepidodactylus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,G2.P2,0.03686635944700461,175,CHOR1P1,R. pallescens,Adult,N4_Adult,La Chorrera,Pasture,La Chorrera,Mus,Bird,Mix,No,Yes,Yes,No,Four,Thraupis,Other,Philander,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,A4.P3,0.03134328358208955,221,SF3,R. pallescens,N3,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Four,Human,Didelphis,Other,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,C7.P3,0.025220680958385876,264,SF10,R. pallescens,N5,N4_Adult,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Didelphis,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,D7.P2,0.020833333333333332,143,CAM2P17,R. pallescens,Adult,N4_Adult,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,Two,Tamandua,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,C4.P1,0.017605633802816902,30,CA1P17,R. pallescens,N5,N4_Adult,Capira,Pasture,Capira,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,H4.P3,0.014773776546629732,401,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Mammal,No,Yes,No,No,Three,Didelphis,Other,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0f3d5ab93a1bdff74c4c3fbe0ad3206b,B11.P2,0.012658227848101266,123,HN9,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Negative,Yes,Coinfection,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
05fafcc76412edec77c53f7dce960fc5,E5.P2,0.07488986784140969,153,CHOR1P3,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,Two,Other,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,granulosum
05fafcc76412edec77c53f7dce960fc5,F9.P3,0.04960835509138381,376,SF8,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,granulosum
05fafcc76412edec77c53f7dce960fc5,C5.P1,0.04472843450479233,31,CA1P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Mus,Mus,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,granulosum
05fafcc76412edec77c53f7dce960fc5,B5.P1,0.02077922077922078,19,CA1P17,R. pallescens,N4,N4_Adult,Capira,Pasture,Capira,Mus,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Metachirus,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,granulosum
681c22eab1e57159210b64692963d9dd,A3.P1,0.17586206896551723,3,CC2,R. pallescens,N3,N1_N3,Cerro Cama,Pasture,La Chorrera,Human,Bird,Mix,Yes,Yes,Yes,No,Three,Piranga,Other,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus
681c22eab1e57159210b64692963d9dd,C4.P1,0.16549295774647887,30,CA1P17,R. pallescens,N5,N4_Adult,Capira,Pasture,Capira,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus
681c22eab1e57159210b64692963d9dd,B11.P1,0.14482758620689656,25,CA1P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Human,Mammal,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus
681c22eab1e57159210b64692963d9dd,A11.P1,0.11627906976744186,11,CC3,R. pallescens,N2,N1_N3,Cerro Cama,Pasture,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,Three,Mus,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus
681c22eab1e57159210b64692963d9dd,F4.P3,0.07867132867132867,370,SF8,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Thraupis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus
681c22eab1e57159210b64692963d9dd,E5.P3,0.06907894736842106,345,SF6,R. pallescens,N3,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,Yes,Yes,Yes,No,Three,Piranga,Human,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus
681c22eab1e57159210b64692963d9dd,E11.P1,0.03720405862457723,63,CA9P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Mus,Mus,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus
c579b1e8ee61bec50ffd123b864ebb8c,A8.P2,0.09051724137931035,108,HN3,R. pallescens,Adult,N4_Adult,La Chorrera,Peridomestic,La Chorrera,Human,Mammal,Mammal,Yes,Yes,No,No,Three,Mus,Philander,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,halotolerans
a0a7d714ef3887a3bc0f4d2738bb5637,A3.P2,0.14285714285714285,103,HN3,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Human,Mammal,Mammal,Yes,Yes,No,No,Four,Procyon,Bos,Mus,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,hamsteri
a0a7d714ef3887a3bc0f4d2738bb5637,E7.P1,0.09006211180124224,59,CA7P17,R. pallescens,N5,N4_Adult,Capira,Pasture,Capira,Mus,Mus,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,hamsteri
a3f604396698a3ce559b523300320991,B5.P2,0.06140350877192982,117,HN9,R. pallescens,N5,N4_Adult,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,hyovaginalis
101637aba474a6614786486ad42acb11,F3.P3,0.42488262910798125,368,SF8,R. pallescens,N2,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,Yes,Yes,Yes,No,Four,Human,Bos,Thraupis,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,D8.P1,0.41155234657039713,48,CA7P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Other,Other,Other,No,No,No,No,Two,Philander,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,H11.P1,0.4046920821114369,100,HN5,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Human,Bird,Mix,Yes,Yes,Yes,No,Three,Mus,Piranga,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,A8.P1,0.40059347181008903,8,CC3,R. pallescens,N3,N1_N3,Cerro Cama,Pasture,La Chorrera,Other,Other,Other,No,No,No,No,Three,Piranga,Thraupis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,E9.P1,0.39892665474060823,61,CA8P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Mammal,Mammal,Yes,Yes,No,No,Four,Mus,Potos,Other,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,F7.P1,0.37714285714285717,71,CA11P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Mus,Other,Mammal,Yes,Yes,No,No,Four,Human,Other,Philander,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,C8.P1,0.3764988009592326,34,CA3P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Mus,Mammal,Mammal,Yes,Yes,No,No,Three,Philander,Human,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,A7.P1,0.3684210526315789,7,CC3,R. pallescens,N4,N4_Adult,Cerro Cama,Pasture,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,F12.P1,0.36666666666666664,76,LP2_Capira0217,R. pallescens,N3,N1_N3,Las Pavas,Peridomestic,La Chorrera,Piranga,Bird,Bird,No,No,Yes,No,One,NA,NA,NA,NA,Negative,Positive,Negative,No,Trangeli,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
101637aba474a6614786486ad42acb11,C6.P1,0.33421750663129973,32,CA1P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Mus,Mammal,Mammal,Yes,Yes,No,No,Four,Human,Metachirus,Philander,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis
