#SampleID	Sample_Name	PalmID	ESPECIE	ESTADIO	Age_Group	New_Age_Group	SEXO	PROCEDENCIA	HABITAT	Region	FirstBM	TypeBM	HumanBM	MammalBM	BirdBM	ReptileBM	NumberBM	SecondBM	ThirdBM	FourthBM	FifthBM	TotalBM	PCR_RESULTS_121_122	SingleInf_Tcruzi	PCR_RESULTS_duplex_Trangeli	R1_R2_Results_1stRun	R1_R2_GelDate_1stRun	R1_R2_Results_2ndRun	R1_R2_GelDate_2ndRun	Consensus_R1R2_Results	SingleInf_Trangeli	PCR_RESULTS_duplex_Tcruzi	Coinfection	Infection_Type
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical				categorical	categorical	categorical	categorical
A11.P4	421	SF15	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Forest	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Human	Heteromys	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Tcruzi
A12.P4	422	SF15	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Forest	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
B1.P4	423	SF15	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Metachirus	Didelphis	NA		Negative	Negative	Negative						NA	Negative	No	Negative
B2.P4	Lab01	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Male	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B3.P4	Lab02	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Male	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B4.P4	Lab03	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Male	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B5.P4	Lab04	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Male	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B6.P4	Lab05	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Male	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B7.P4	Lab06	Lab	R. pallescens	N5	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B8.P4	Lab07	Lab	R. pallescens	N5	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B9.P4	Lab08	Lab	R. pallescens	N5	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B10.P4	Lab09	Lab	R. pallescens	N5	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B11.P4	Lab10	Lab	R. pallescens	N5	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
B12.P4	Lab11	Lab	R. pallescens	N4	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C1.P4	Lab12	Lab	R. pallescens	N4	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C2.P4	Lab13	Lab	R. pallescens	N4	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C3.P4	Lab14	Lab	R. pallescens	N4	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C4.P4	Lab15	Lab	R. pallescens	N4	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C5.P4	Lab16	Lab	R. pallescens	N4	N4_Adult	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C6.P4	Lab17	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Female	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C7.P4	Lab18	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Female	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C8.P4	Lab19	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Female	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C9.P4	Lab20	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Female	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C10.P4	Lab21	Lab	R. pallescens	Adult	N4_Adult	N3_Adult	Female	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C11.P4	Lab22	Lab	R. pallescens	N3	N1_N3	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
C12.P4	Lab23	Lab	R. pallescens	N3	N1_N3	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D1.P4	Lab24	Lab	R. pallescens	N3	N1_N3	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D2.P4	Lab25	Lab	R. pallescens	N3	N1_N3	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D3.P4	Lab26	Lab	R. pallescens	N3	N1_N3	N3_Adult	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D4.P4	Lab28	Lab	R. pallescens	N2	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D5.P4	Lab29	Lab	R. pallescens	N2	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D6.P4	Lab30	Lab	R. pallescens	N2	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D7.P4	Lab31	Lab	R. pallescens	N2	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D8.P4	Lab32	Lab	R. pallescens	N2	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D9.P4	Lab36	Lab	R. pallescens	N1	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D10.P4	Lab37	Lab	R. pallescens	N1	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D11.P4	Lab40	Lab	R. pallescens	N1	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
D12.P4	Lab41	Lab	R. pallescens	N1	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
E1.P4	Lab42	Lab	R. pallescens	N1	N1_N3	N1_N2	NA	University	Lab	University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
F6.P5	Neg1	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
G3.P5	Neg10	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
G4.P5	Neg11	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
G5.P5	Neg12	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
G6.P5	Neg13	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
G7.P5	Neg14	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
F7.P5	Neg2	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
F8.P5	Neg3	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
F9.P5	Neg4	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
F10.P5	Neg5	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
F11.P5	Neg6	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
F12.P5	Neg7	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
G1.P5	Neg8	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
G2.P5	Neg9	NA	Neg	Neg	Neg	Neg	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
Unassigned.P1	NA	NA	NA	NA	NA	NA	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
Unassigned.P2	NA	NA	NA	NA	NA	NA	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
Unassigned.P3	NA	NA	NA	NA	NA	NA	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
Unassigned.P5	NA	NA	NA	NA	NA	NA	NA	Neg	Neg	Neg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA						NA	NA	NA	NA
