#SampleID	Well_ID	Sequencing_PlateNumber	Sample_Name	CODIGO-CV	ESPECIE	ESTADIO	SEXO	PROCEDENCIA	HABITAT	DATE	Type of Molecular Analysis	Notes	sex	Dissections	Date of dissections	Date of Gut DNA extractions	Gut DNA 260/280 score	NUMBER	Gut DNA Concentration (ng/µL)	Date of Salivary DNA extractions	16S Sequencing	PCR_RESULTS_(121/122)	PCR_RESULTS_(duplex_Trangeli)	SingleInf_Tcruzi	SingleInf_Trangeli	Coinfection	PCR_RESULTS_(duplex_Tcruzi)	PCR_To_Redo
H3.P2	H3	Plate-2	189	CAM2P17	R. pallescens	N2		Campana	Peridomestic	7/8/2017		Kaylee; guts with exoskeleton (no legs) and salivary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary	4/30/2018	5/24/2018		189			Yes		Negative		Negative	No	Negative	
H4.P2	H4	Plate-2	190	CAM2P17	R. pallescens	N3		Campana	Peridomestic	7/8/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts, sal tissue not for microbiome		Guts and Salivary Glands	5/16/2018	2/24/2018		190			Yes	Negative	Negative	Negative	Negative	No	Negative	
H5.P2	H5	Plate-2	191	CAM2P17	R. pallescens	Adult	Female	Campana	Peridomestic	7/8/2017		Kaylee; engorged, guts, salivary tissue, eggs (collected in buffer), tools flamed befoer guts and salivary tissue	Female	Guts and sailvary glands	5/21/2018	5/24/2018		191			Yes	Negative	Positive	Negative	Single	No	Negative	
H6.P2	H6	Plate-2	192	SF1	T. dimidiata	Adult	Male	Veraguas	Peridomestic	7/8/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue	Male	Guts and sailvary glands	5/22/2018	5/24/2018		192			Yes	Positive	Negative	Single	Negative	No	Positive	
H7.P2	H7	Plate-2	193	SF1	T. dimidiata	Adult		Veraguas	Peridomestic	7/8/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue	male	Guts and Salivary glands	5/22/2018	5/24/2018		193			Yes	Positive	Negative	Single	Negative	No	Positive	
H8.P2	H8	Plate-2	194	SF1	T. dimidiata	N4		Veraguas	Peridomestic	7/8/2017	CV-SIA	Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue, engorged		Guts and sailvary glands	5/22/2018	5/24/2018		194			Yes	Positive	Negative	Single	Negative	No	Positive	
H9.P2	H9	Plate-2	195	SF1	T. dimidiata	Adult		Veraguas	Peridomestic	7/8/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue	male	Guts and sailvary glands	5/22/2018	5/24/2018		195			Yes	Positive	Positive	Single	Single	Yes	Positive	
H10.P2	H10	Plate-2	200	SF1	R. pallescens	Adult		Veraguas	Peridomestic	7/8/2017	CV-SIA	Nina; Black guts; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/23/2018	4/4/2018	2.163	200	264.97		Yes	Positive	Positive	Single	Single	Yes	Negative	
H11.P2	H11	Plate-2	201	SF1	R. pallescens	Adult		Veraguas	Peridomestic	7/8/2017	CV-SIA	Nina; Bead sterilizer before guts and salivary glands; Eggs (in tube)	Female	Guts and Salivary Glands	2/23/2018	4/4/2018	1.003	201	74.273		Yes	Positive	Negative	Single	Negative	No	Positive	duplex_Trangeli - Negative? Redo
H12.P2	H12	Plate-2	202	SF1	R. pallescens	Adult		Veraguas	Peridomestic	7/8/2017	CV-SIA	Nina; bead sterilizer before guts and salivary glands; engorged; some blood and exoskeleton with salivary glands		Guts and Salivary Glands	2/23/2018	4/4/2018	2.13	202	84.085		Yes	Positive	Negative	Single	Negative	No	Negative	
A1.P3	A1	Plate-3	218	SF2	R. pallescens	Adult	Female	Veraguas	Pasture	7/9/2017		Nina; Bead sterilizer before guts and salivary glands; Eggs recovered, placed in EtOH -20	Female	Guts and Salivary Glands	2/9/2018	4/4/2018	1.938	218	79.395		Yes	Positive		Single				
A2.P3	A2	Plate-3	219	SF3	R. pallescens	N5		Veraguas	Pasture	7/9/2017		Nina; bead sterilizer before guts and salivary glands (not much dissected)		Guts and Salivary Glands	2/8/2018	4/4/2018	2.031	219	22.431		Yes	Positive		Single				
A3.P3	A3	Plate-3	220	SF3	R. pallescens	N5		Veraguas	Pasture	7/9/2017		Nina; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/8/2018	4/4/2018	2.24	220	89.402		Yes	Positive		Single				
A4.P3	A4	Plate-3	221	SF3	R. pallescens	N3		Veraguas	Pasture	7/9/2017		Kaylee; guts, salivary tissue with exoskeleton (no head or legs), tools flamed before guts, sal tissue not for microbiome		Guts and sailvary glands	5/18/2018	5/25/2018		221			Yes	Negative		Negative				
A5.P3	A5	Plate-3	222	SF3	R. pallescens	N2		Veraguas	Pasture	7/9/2017		Kaylee; guts, salivary tissue, tools flamed before guts, sal tissue not for microbiome		Guts and salivary glands	5/16/2018	5/25/2018		222			Yes	Negative		Negative				
A6.P3	A6	Plate-3	223	SF3	R. pallescens	N1		Veraguas	Pasture	7/9/2017		Kaylee; guts, no salivary tissue; abdomen ripped (previously dissected?), tools flamed before guts		Guts	5/21/2018	5/25/2018		223			Yes	Negative		Negative				
A7.P3	A7	Plate-3	224	SF4	R. pallescens	N4		Veraguas	Pasture	7/9/2017		Kaylee; engorged, guts, salivary tissue; flamed tools before guts and sal tissue		Guts and sailvary glands	5/22/2018	5/25/2018		224			Yes	Negative		Negative				
A8.P3	A8	Plate-3	225	SF4	R. pallescens	N2		Veraguas	Pasture	7/9/2017		Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue		Guts and sailvary glands	5/21/2018	5/25/2018		225			Yes	Negative		Negative				
A9.P3	A9	Plate-3	226	SF4	R. pallescens	N2		Veraguas	Pasture	7/9/2017		Kaylee; engorged; guts, salivary tissue, flamed tools before guts and salivary tissue		Guts and sailvary glands	5/22/2018	5/25/2018		226			Yes	Negative		Negative				
A10.P3	A10	Plate-3	227	SF4	R. pallescens	N2		Veraguas	Pasture	7/9/2017		Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue		Guts and sailvary glands	5/18/2018	5/25/2018		227			Yes	Positive		Single				
A11.P3	A11	Plate-3	228	SF4	R. pallescens	N1		Veraguas	Pasture	7/9/2017		Kaylee; guts with exoskeleton (no legs), salivary tissue with exoskeleton (no head or legs); flamed tools before guts, salivary tissue not for microbiome		Guts and sailvary glands	4/10/2018	5/25/2018		228			Yes	Positive		Single				
.P3		Plate-3	229	SF6	R. pallescens	N5		Veraguas	Pasture	7/9/2017		Nina; molt? Could not dissect		Nothing extracted		N/A		229			Yes							
A12.P3	A12	Plate-3	235	SF9	R. pallescens	Adult		Veraguas	Pasture	7/9/2017	CV-SIA	Nina; eggs (in tube) dissection; bead sterilizer before guts, salivary tissue not for microbiome	female	Guts and salivary glands	3/5/2018	4/4/2018	2.061	235	25.094		Yes	Positive		Single				
B1.P3	B1	Plate-3	236	SF9	R. pallescens	Adult		Veraguas	Pasture	7/9/2017	CV-SIA	Nina; eggs (in tube); black guts; bead sterilizer before guts, salivary tissue not for microbiome	Female	Guts and salivary glands	3/5/2018	4/4/2018	1.719	236	75.795		Yes	Positive		Single				
B2.P3	B2	Plate-3	237	SF9	R. pallescens	Adult	male	Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; engorged; flamed tools before guts, salivary tissue not for microbiome	male	Guts and salivary glands	4/5/2018	5/25/2018		237			Yes	Positive		Single				
B3.P3	B3	Plate-3	238	SF9	R. pallescens	Adult		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; guts, salivary tissue, eggs collected in EtOH, autoclaved tools before guts and flamed tools before salivary tissue	female	Guts and Salivary Glands	5/22/2018	5/28/2018		238			Yes	Positive		Single				
B4.P3	B4	Plate-3	239	SF9	R. pallescens	N4		Veraguas	Pasture	7/9/2017	CV-SIA	Nina; engorged; flamed tools before guts; salivary not for microbiome		Gut and salivary glands	3/20/2018	4/4/2018	2.002	239	194.698		Yes	Positive		Single				
B5.P3	B5	Plate-3	240	SF9	R. pallescens	N5		Veraguas	Pasture	7/9/2017	CV-SIA	Nina; flamed tools before guts; salivary not for microbiome		Gut and salivary glands	3/20/2018	3/20/2018		240			Yes	Positive		Single				
B6.P3	B6	Plate-3	241	SF9	R. pallescens	N3		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; engorged; flamed tools before guts, salivary tissue not for microbiome		Guts and salivary glands	4/10/2018	4/11/2018		241			Yes	Positive		Single				
B7.P3	B7	Plate-3	242	SF9	R. pallescens	N3		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; autoclaved tools before gut dissection, salivary tissue not for microbiome; salivary tissue with exoskeleton (no head or legs)		Guts and salivary glands	4/10/2018	4/11/2018		242			Yes	Positive		Single				
B8.P3	B8	Plate-3	243	SF9	R. pallescens	N3		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue		Guts and salivary glands	5/28/2018	5/28/2018		243			Yes	Positive		Single				
B9.P3	B9	Plate-3	244	SF9	R. pallescens	N3		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; very small; guts with exoskeleton (no legs), salivary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and sailvary glands	4/10/2018	4/11/2018		244			Yes	Positive		Single				
B10.P3	B10	Plate-3	255	SF9	T. dimidiata	Adult		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and slaivary tissue	male	Guts and sailvary glands	5/22/2018	5/28/2018		255			Yes	Positive		Single				
B11.P3	B11	Plate-3	256	SF9	T. dimidiata	N4		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue; engorged		Guts and Salivary Glands	5/22/2018	5/28/2018		256			Yes	Positive		Single				
B12.P3	B12	Plate-3	257	SF9	T. dimidiata	Adult		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue	Male	Guts and sailvary glands	5/22/2018	5/28/2018		257			Yes	Positive		Single				
C1.P3	C1	Plate-3	258	SF9	T. dimidiata	Adult		Veraguas	Pasture	7/9/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, eggs collected in buffer, flamed tools before guts and salivary tissue	Female	Guts and sailvary glands	5/22/2018	5/28/2018		258			Yes	Positive		Single				
C2.P3	C2	Plate-3	259	SF10	R. pallescens	Adult	male	Veraguas	Forest	7/10/2017	CV-SIA	Nina; autoclaved tools before guts, salivary tissue not for microbiome	male	Guts and salivary glands	4/10/2018	4/10/2018		259			Yes	Positive		Single				
C3.P3	C3	Plate-3	260	SF10	R. pallescens	Adult		Veraguas	Forest	7/10/2017	CV-SIA	Nina; engorged; eggs; tools disinfected with sproicidin before guts, salivary tissue not for microbiome	female	Guts and salivary glands	3/5/2018	4/4/2018	1.906	260	54.461		Yes	Positive		Single				
C4.P3	C4	Plate-3	261	SF10	R. pallescens	Adult	female	Veraguas	Forest	7/10/2017	CV-SIA	Kaylee; flamed tools before guts, salivary tissue not for microobiome	female	Guts and sailvary glands	4/10/2018	5/28/2018		261			Yes	Positive		Single				
C5.P3	C5	Plate-3	262	SF10	R. pallescens	N5		Veraguas	Forest	7/10/2017	CV-SIA	Nina; engorged; dark guts; bead sterilizer before guts, salvary tissue not for microbiome		Guts and salivary glands	3/5/2018	4/13/2018		262			Yes	Positive		Single				
C6.P3	C6	Plate-3	263	SF10	R. pallescens	N5		Veraguas	Forest	7/10/2017	CV-SIA	Kaylee; autoclaved tools before gut dissection, sal not for microbiome		Gut and salivary glands	4/5/2018	5/28/2018		263			Yes	Positive		Single				
C7.P3	C7	Plate-3	264	SF10	R. pallescens	N5		Veraguas	Forest	7/10/2017	CV-SIA	Nina; small bug also came out, still in original tube; salivary not for microbiome		Gut and salivary glands	3/8/2018	4/13/2018		264			Yes	Positive		Single				
C8.P3	C8	Plate-3	264.5	SF10	R. pallescens	N1		Veraguas	Forest	7/10/2017		Kaylee; guts, salivary tissue with exoskeleton (no head or legs), tools flamed before guts, sal tissue not for microbiome		Gut and salivary glands	5/22/2018	5/28/2018					Yes	Negative		Negative				
C9.P3	C9	Plate-3	265	SF10	R. pallescens	N4		Veraguas	Forest	7/10/2017	CV-SIA	Kaylee; little salivary tissue; flamed tools before guts, salivary tissue not for microbiome		Guts and sailvary glands	4/10/2018	5/28/2018		265			Yes	Positive		Single				
C10.P3	C10	Plate-3	266	SF10	R. pallescens	N3		Veraguas	Forest	7/10/2017	CV-SIA	Kaylee; salivary tissue with exoskeleton (no head or legs), flamed tools before guts, salivary tissue not for microbiome		Guts and sailvary glands	4/10/2018	5/28/2018		266			Yes	Positive		Single				
C11.P3	C11	Plate-3	267	SF10	R. pallescens	N2		Veraguas	Forest	7/10/2017	CV-SIA	Kaylee, engorged; guts, salivary tissue with exoskeleton (no head or legs); flamed tools before guts, sal tissue not for microbiome		Guts and sailvary glands	4/30/2018	5/28/2018		267			Yes	Positive		Single				
C12.P3	C12	Plate-3	268	SF10	R. pallescens	N2		Veraguas	Forest	7/10/2017	CV-SIA	Kaylee; engorged; guts, salivary tissue with exoskeleton (no head or legs); flamed tools before guts, sal tissue not for microbiome		Guts and sailvary glands	4/17/2018	5/28/2018		268			Yes	Positive		Single				
D1.P3	D1	Plate-3	293	SF12	R. pallescens	Adult		Veraguas	Peridomestic	7/10/2017	CV-SIA	Nina; eggs in tube dissection; bead sterilizer before guts, salivary tissue not for microbiome	female	Guts and salivary glands	3/5/2018	4/13/2018		293			Yes	Positive		Single				
D2.P3	D2	Plate-3	294	SF12	R. pallescens	Adult		Veraguas	Peridomestic	7/10/2017	CV-SIA	NIna; bead sterilizer before guts, salivary tissue not for microbiome		Guts and salivary glands	3/5/2018	4/13/2018		294			Yes	Positive		Single				
D3.P3	D3	Plate-3	295	SF12	R. pallescens	Adult		Veraguas	Peridomestic	7/10/2017	CV-SIA	Nian; eggs in tube dissection; bead sterilizer before guts, salivary tissue not for microbiome	female	Guts and sailvary glands	3/5/2018	4/13/2018		295			Yes	Positive		Single				
D4.P3	D4	Plate-3	296	SF12	R. pallescens	Adult	male	Veraguas	Peridomestic	7/10/2017	CV-SIA	Kaylee; engorged; collected surface microbes in separate tube for later extraction (fungi?); autoclaved tools before guts, salivary tissue not for microbime	male	Guts and salivary glands	4/9/2018	5/28/2018		296			Yes	Positive		Single				
D5.P3	D5	Plate-3	297	SF12	R. pallescens	N5		Veraguas	Peridomestic	7/10/2017	CV-SIA	Nina; engorged; flamed tools before guts; salivary glands not for microbiome		Gut and salivary glands	3/20/2018	4/13/2018		297			Yes	Positive		Single				
D6.P3	D6	Plate-3	298	SF12	R. pallescens	N5		Veraguas	Peridomestic	7/10/2017	CV-SIA	Nina; engorged; tools flamed before guts; salivary glands not for microbiome		Gut and salivary glands	3/20/2018	4/13/2018		298			Yes	Positive		Single				
D7.P3	D7	Plate-3	299	SF12	R. pallescens	N4		Veraguas	Peridomestic	7/10/2017	CV-SIA	Nina; engorged; tools flamed before guts; salivary glands not for microbiome		Gut and salivary glands	3/8/2018	4/13/2018		299			Yes	Positive		Single				
D8.P3	D8	Plate-3	300	SF12	R. pallescens	N3		Veraguas	Peridomestic	7/10/2017	CV-SIA	Kaylee; dark guts and salivary tissue (feces); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/10/2018	5/28/2018		300			Yes	Positive		Single				
D9.P3	D9	Plate-3	301	SF12	R. pallescens	N3		Veraguas	Peridomestic	7/10/2017	CV-SIA	Kaylee; dark guts and salivary tissue (feces); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/10/2018	5/28/2018		301			Yes	Positive		Single				
D10.P3	D10	Plate-3	302	SF12	R. pallescens	N3		Veraguas	Peridomestic	7/10/2017	CV-SIA	Kaylee; engorged; flamed tools before guts, salivary tissue not for microbiome		Guts and salivary glands	4/10/2018	5/28/2018		302			Yes	Negative		Negative				
D11.P3	D11	Plate-3	303	SF12	R. pallescens	N3		Veraguas	Peridomestic	7/10/2017	CV-SIA	Kaylee; engorged; flamed tools before guts, salivay tissye not for microbiome		Guts and salivary glands	4/10/2018	5/28/2018		303			Yes	Negative		Negative				
D12.P3	D12	Plate-3	304	SF12	R. pallescens	N2		Veraguas	Peridomestic	7/10/2017	CV-SIA	Kaylee; guts, salivary tissue, flamed tools before guts and salivary tissue		guts and salivary glands	5/22/2018	5/28/2018		304			Yes	Positive		Single				
E1.P3	E1	Plate-3	341	SF6	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts, salivary tissue, flamed tools before guts and salivary tissue		Guts and Salivary Glands	5/27/2018	5/28/2018		341			Yes	Negative		Negative				
E2.P3	E2	Plate-3	342	SF6	R. pallescens	N2		Veraguas	Pasture	7/10/2017		Kaylee; engorged; guts, salivary tissue with exoskeleton (no head or legs), flamed tools before guts, salivary tissue nto for microbiome		Guts and Salivary Glands	4/30/2018	5/28/2018		342			Yes	Negative		Negative				
E3.P3	E3	Plate-3	343	SF6	R. pallescens	N2		Veraguas	Pasture	7/10/2017		Kaylee; guts, salivary tissue with exoskeleton (no head or legs); flamed tools before guts, sal tissue not for microbiome		Guts and sailvary glands	4/17/2018	5/28/2018		343			Yes	Negative		Negative				
E4.P3	E4	Plate-3	344	SF6	R. pallescens	N2		Veraguas	Pasture	7/10/2017		Kaylee; guts, salivary tissue with exoskeleton (no head or legs); flamed tools before guts, sal tissue not for microbiome		Guts and sailvary glands	4/17/2018	5/28/2018		344			Yes	Negative		Negative				
E5.P3	E5	Plate-3	345	SF6	R. pallescens	N3		Veraguas	Pasture	7/10/2017		Kaylee; guts, salivary tissue; autoclaved tools before guts, salivary tissue not for microbiome		Guts and sailvary glands	4/16/2018	5/28/2018		345			Yes	Negative		Negative				
E6.P3	E6	Plate-3	346	SF6	R. pallescens	N3		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/10/2018	5/28/2018		346			Yes	Negative		Negative				
E7.P3	E7	Plate-3	347	SF7	R. pallescens	Adult		Veraguas	Pasture	7/10/2017		Kaylee; flamed tools before guts, salivary tissue not for microbiome	male	Guts and Salivary Glands	4/9/2018	5/28/2018		347			Yes	Positive		Single				
E8.P3	E8	Plate-3	348	SF7	R. pallescens	N5		Veraguas	Pasture	7/10/2017		Nina; contaminated with sample 299; salivary not for microbiome		Guts and Salivary Glands	3/8/2018	5/28/2018		348			Yes	Positive		Single				
E9.P3	E9	Plate-3	353	SF7	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		353			Yes	Negative		Negative				
E10.P3	E10	Plate-3	356	SF7	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		356			Yes	Negative		Negative				
E11.P3	E11	Plate-3	359	SF8	R. pallescens	Adult		Veraguas	Pasture	7/10/2017		Nina; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/12/2018	5/28/2018		359			Yes	Positive		Single				
E12.P3	E12	Plate-3	360	SF8	R. pallescens	Adult		Veraguas	Pasture	7/10/2017		Nina; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/9/2018	5/28/2018		360			Yes	Positive		Single				
F1.P3	F1	Plate-3	361	SF8	R. pallescens	Adult	male	Veraguas	Pasture	7/10/2017		Kaylee; flamed tools before guts, salivary tissue not for microbiome	male	Guts and Salivary Glands	4/10/2018	5/28/2018		361			Yes	Positive		Single				
F2.P3	F2	Plate-3	362	SF8	R. pallescens	Adult	male	Veraguas	Pasture	7/10/2017		Kaylee; stiff body, small fleck of green in guts (microbe?), flamed tools before guts, salivary tissue not for microbime	male	Guts and Salivary Glands	4/5/2018	5/28/2018		362			Yes	Positive		Single				
F3.P3	F3	Plate-3	368	SF8	R. pallescens	N2		Veraguas	Pasture	7/10/2017		Kaylee; salivary tissue with exoskeleton (no head or legs); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/10/2018	5/28/2018		368			Yes	Positive		Single				
F4.P3	F4	Plate-3	370	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		370			Yes	Negative		Negative				
F5.P3	F5	Plate-3	371	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/30/2018	5/28/2018		371			Yes	Negative		Negative				
F6.P3	F6	Plate-3	372	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts, saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		372			Yes	Negative		Negative				
F7.P3	F7	Plate-3	373	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		373			Yes	Negative		Negative				
F8.P3	F8	Plate-3	375	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		375			Yes							
F9.P3	F9	Plate-3	376	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/30/2018	5/28/2018		376			Yes	Negative		Negative				
F10.P3	F10	Plate-3	377	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts, saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		377			Yes	Negative		Negative				
F11.P3	F11	Plate-3	378	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts, salivary tissue, flamed tools before guts and salivary tissue		Guts and Salivary Glands	5/22/2018	5/28/2018		378			Yes	Positive		Single				
F12.P3	F12	Plate-3	379	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts only, flamed tools before guts		Guts	5/22/2018	5/28/2018		379			Yes	Negative		Negative				
G1.P3	G1	Plate-3	381	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		381			Yes	Negative		Negative				
G2.P3	G2	Plate-3	381.5	SF8	R. pallescens	N1		Veraguas	Pasture	7/10/2018		Kaylee; guts, saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		381.5			Yes	Negative		Negative				
G3.P3	G3	Plate-3	382	SF11	R. pallescens	Adult		Veraguas	Peridomestic	7/11/2017		Nina; engorged; bead sterilizer before guts; no salivary glands recovered		Guts only	2/9/2018	5/28/2018		382			Yes	Negative		Negative				
G4.P3	G4	Plate-3	383	SF11	R. pallescens	Adult		Veraguas	Peridomestic	7/11/2017		Nina; engorged; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/9/2018	5/28/2018		383			Yes	Positive		Single				
G5.P3	G5	Plate-3	384	SF11	R. pallescens	Adult		Veraguas	Peridomestic	7/11/2017		Nina; engorged; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/9/2018	5/28/2018		384			Yes	Positive		Single				
G6.P3	G6	Plate-3	385	SF11	R. pallescens	Adult		Veraguas	Peridomestic	7/11/2017		Nina; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/9/2018	5/28/2018		385			Yes	Positive		Single				
G7.P3	G7	Plate-3	389	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017						5/28/2018		389			Yes	Positive		Single				121_122_positive? Redo
G8.P3	G8	Plate-3	391	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/30/2018	5/28/2018		391			Yes	Negative		Negative				
G9.P3	G9	Plate-3	393	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; guts, saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	5/22/2018	5/28/2018		393			Yes	Negative		Negative				
G10.P3	G10	Plate-3	395	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; guts, salivary tissue, flamed tools before guts and salivary tissue				5/28/2018		395			Yes	Negative		Negative				
G11.P3	G11	Plate-3	396	SF11	R. pallescens	Adult		Veraguas	Peridomestic	7/11/2017		Nina; engorged; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/12/2018	5/28/2018		396			Yes	Negative		Negative				
G12.P3	G12	Plate-3	397	SF11	R. pallescens	Adult		Veraguas	Peridomestic	7/11/2017		Nina; engorged; autoclaved before guts, bead sterilizer before salivary glands		Guts and Salivary Glands	2/12/2018	5/28/2018		397			Yes	Positive		Single				
H1.P3	H1	Plate-3	398	SF11	R. pallescens	Adult	Male	Veraguas	Peridomestic	7/11/2017		Kaylee; engorged; collected surface microbes for later extraction (fungi?); flamed tools before guts, salivary tissue not for microbiome	Male	Guts and Salivary Glands	4/9/2018	5/28/2018		398			Yes	Positive		Single				
H2.P3	H2	Plate-3	399	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/30/2018	5/28/2018		399			Yes	Negative		Negative				
H3.P3	H3	Plate-3	400	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/30/2018	5/28/2018		400			Yes	Negative		Negative				
H4.P3	H4	Plate-3	401	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/30/2018	5/29/2018		401			Yes	Negative		Negative				
H5.P3	H5	Plate-3	402	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/30/2018	5/29/2018		402			Yes	Negative		Negative				
